texto;toxico;num_admir;num_may;num_may_esc;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;emphasize;series_token2;series_token;filtered_words
levantate cada mañana creyendo que vas a vivir el mejor dia de tu vida. buenosdias buenmiercoles añoglorioso;0.0;0;0;0.0;;0;0;1;0.0;1.0;levantate cada mañana creyendo que vas a vivir el mejor dia de tu vida. buenosdias buenmiercoles añoglorioso;['levantate', 'cada', 'mañana', 'creyendo', 'que', 'vas', 'a', 'vivir', 'el', 'mejor', 'dia', 'de', 'tu', 'vida', '.', 'buenosdias', 'buenmiercoles', 'añoglorioso'];['levantate', 'cada', 'mañana', 'creyendo', 'vas', 'vivir', 'mejor', 'dia', 'vida.', 'buenosdias', 'buenmiercoles', 'añoglorioso']
simplemente dejen a la gente vivir mientras las cosas q disfruten no hagan daño a otros no es tan serio;0.0;0;0;0.0;;0;0;1;0.0;1.0;simplemente dejen a la gente vivir mientras las cosas q disfruten no hagan daño a otros no es tan serio;['simplemente', 'dejen', 'a', 'la', 'gente', 'vivir', 'mientras', 'las', 'cosas', 'q', 'disfruten', 'no', 'hagan', 'daño', 'a', 'otros', 'no', 'es', 'tan', 'serio'];['simplemente', 'dejen', 'gente', 'vivir', 'mientras', 'cosas', 'q', 'disfruten', 'no', 'hagan', 'daño', 'no', 'tan', 'serio']
pero como son tan caros los pisos en madrid? dios mio hay que ser rico para irte a vivir alli;0.0;0;9;0.45;;0;0;1;0.0;1.45;pero como son tan caros los pisos en madrid? dios mio hay que ser rico para irte a vivir alli;['pero', 'como', 'son', 'tan', 'caros', 'los', 'pisos', 'en', 'madrid', '?', 'dios', 'mio', 'hay', 'que', 'ser', 'rico', 'para', 'irte', 'a', 'vivir', 'alli'];['tan', 'caros', 'pisos', 'madrid?', 'dios', 'mio', 'ser', 'rico', 'irte', 'vivir', 'alli']
a alguien le importa lo que hace este esperpento ademas de vivir de su ex pareja años, claro era famoso!! , y despechada, drogada delante de todos y usando una menor y la premian. pobres madres coraje!! ofenden a las autenticas , la princesa del pueblo, vomitivo,;0.0;4;0;0.0;;0;0;1;0.0;5.0;a alguien le importa lo que hace este esperpento ademas de vivir de su ex pareja años, claro era famoso!! , y despechada, drogada delante de todos y usando una menor y la premian. pobres madres coraje!! ofenden a las autenticas , la princesa del pueblo, vomitivo,;['a', 'alguien', 'le', 'importa', 'lo', 'que', 'hace', 'este', 'esperpento', 'ademas', 'de', 'vivir', 'de', 'su', 'ex', 'pareja', 'años', ',', 'claro', 'era', 'famoso', '!', '!', ',', 'y', 'despechada', ',', 'drogada', 'delante', 'de', 'todos', 'y', 'usando', 'una', 'menor', 'y', 'la', 'premian', '.', 'pobres', 'madres', 'coraje', '!', '!', 'ofenden', 'a', 'las', 'autenticas', ',', 'la', 'princesa', 'del', 'pueblo', ',', 'vomitivo', ','];['alguien', 'importa', 'hace', 'esperpento', 'ademas', 'vivir', 'ex', 'pareja', 'años,', 'claro', 'famoso!!', ',', 'despechada,', 'drogada', 'delante', 'usando', 'menor', 'premian.', 'pobres', 'madres', 'coraje!!', 'ofenden', 'autenticas', ',', 'princesa', 'pueblo,', 'vomitivo,']
se me hace literalmente imposible vivir con este frio q se termine xfa;0.0;0;1;0.07692307692307693;;0;0;1;0.0;1.0769230769230769;se me hace literalmente imposible vivir con este frio q se termine xfa;['se', 'me', 'hace', 'literalmente', 'imposible', 'vivir', 'con', 'este', 'frio', 'q', 'se', 'termine', 'xfa'];['hace', 'literalmente', 'imposible', 'vivir', 'frio', 'q', 'termine', 'xfa']
"mauricio ya esta, te agradecemos y como te queremos te aconsejo que te tomes un avion y vayas a vivir la vida, este pais de gatasfloras no te merece, esta lleno de forros hijos de puta ;0; otro truco es meter al congelador una toallita un poco humeda, y cuando estas por morir, toallita super fresquita en la nuca y vuelves a vivir";0.0;0;0;0.0;;0;1;1;0.0;1.0;"mauricio ya esta, te agradecemos y como te queremos te aconsejo que te tomes un avion y vayas a vivir la vida, este pais de gatasfloras no te merece, esta lleno de forros hijos de puta ;0; otro truco es meter al congelador una toallita un poco humeda, y cuando estas por morir, toallita super fresquita en la nuca y vuelves a vivir";"['mauricio', 'ya', 'esta', ',', 'te', 'agradecemos', 'y', 'como', 'te', 'queremos', 'te', 'aconsejo', 'que', 'te', 'tomes', 'un', 'avion', 'y', 'vayas', 'a', 'vivir', 'la', 'vida', ',', 'este', 'pais', 'de', 'gatasfloras', 'no', 'te', 'merece', ',', 'esta', 'lleno', 'de', 'forros', 'hijos', 'de', 'puta', ';', '0', ';', 'otro', 'truco', 'es', 'meter', 'al', 'congelador', 'una', 'toallita', 'un', 'poco', 'humeda', ',', 'y', 'cuando', 'estas', 'por', 'morir', ',', 'toallita', 'super', 'fresquita', 'en', 'la', 'nuca', 'y', 'vuelves', 'a', 'vivir']";"['mauricio', 'esta,', 'agradecemos', 'queremos', 'aconsejo', 'tomes', 'avion', 'vayas', 'vivir', 'vida,', 'pais', 'gatasfloras', 'no', 'merece,', 'lleno', 'forros', 'hijos', 'puta', ';0;', 'truco', 'meter', 'congelador', 'toallita', 'humeda,', 'morir,', 'toallita', 'super', 'fresquita', 'nuca', 'vuelves', 'vivir']"
aprender a vivir es andar camino... dejar tu huella sobre las otras huellas que ya saben bien el final y el destino.;0.0;0;20;0.9090909090909091;;0;0;0;0.0;0.9090909090909091;aprender a vivir es andar camino... dejar tu huella sobre las otras huellas que ya saben bien el final y el destino.;['aprender', 'a', 'vivir', 'es', 'andar', 'camino', '...', 'dejar', 'tu', 'huella', 'sobre', 'las', 'otras', 'huellas', 'que', 'ya', 'saben', 'bien', 'el', 'final', 'y', 'el', 'destino', '.'];['aprender', 'vivir', 'andar', 'camino...', 'dejar', 'huella', 'huellas', 'saben', 'final', 'destino.']
los de derechas van a saquear al obrero. lo que ha hecho espinosa, vamos. eso es coherencia. lo de irse a una mansion diciendo que hay que vivir en el barrio es incoherente.;0.0;0;0;0.0;;0;0;1;0.0;1.0;los de derechas van a saquear al obrero. lo que ha hecho espinosa, vamos. eso es coherencia. lo de irse a una mansion diciendo que hay que vivir en el barrio es incoherente.;['los', 'de', 'derechas', 'van', 'a', 'saquear', 'al', 'obrero', '.', 'lo', 'que', 'ha', 'hecho', 'espinosa', ',', 'vamos', '.', 'eso', 'es', 'coherencia', '.', 'lo', 'de', 'irse', 'a', 'una', 'mansion', 'diciendo', 'que', 'hay', 'que', 'vivir', 'en', 'el', 'barrio', 'es', 'incoherente', '.'];['derechas', 'van', 'saquear', 'obrero.', 'hecho', 'espinosa,', 'vamos.', 'coherencia.', 'irse', 'mansion', 'diciendo', 'vivir', 'barrio', 'incoherente.']
obligado a pagar pa vivir y a vivir pa pagar;0.0;0;0;0.0;;0;0;0;0.0;0.0;obligado a pagar pa vivir y a vivir pa pagar;['obligado', 'a', 'pagar', 'pa', 'vivir', 'y', 'a', 'vivir', 'pa', 'pagar'];['obligado', 'pagar', 'pa', 'vivir', 'vivir', 'pa', 'pagar']
la vida es tan corta y el oficio de vivir tan dificil, que cuando uno empieza a aprenderlo, ya hay que morirse.;0.0;0;0;0.0;;0;0;1;0.0;1.0;la vida es tan corta y el oficio de vivir tan dificil, que cuando uno empieza a aprenderlo, ya hay que morirse.;['la', 'vida', 'es', 'tan', 'corta', 'y', 'el', 'oficio', 'de', 'vivir', 'tan', 'dificil', ',', 'que', 'cuando', 'uno', 'empieza', 'a', 'aprenderlo', ',', 'ya', 'hay', 'que', 'morirse', '.'];['vida', 'tan', 'corta', 'oficio', 'vivir', 'tan', 'dificil,', 'empieza', 'aprenderlo,', 'morirse.']
se que no ha pasado mucho tiempo pero en que momento aprendo a vivir al % sin mi papa ?;0.0;0;0;0.0;;0;0;0;0.0;0.0;se que no ha pasado mucho tiempo pero en que momento aprendo a vivir al % sin mi papa ?;['se', 'que', 'no', 'ha', 'pasado', 'mucho', 'tiempo', 'pero', 'en', 'que', 'momento', 'aprendo', 'a', 'vivir', 'al', '%', 'sin', 'mi', 'papa', '?'];['no', 'pasado', 'tiempo', 'momento', 'aprendo', 'vivir', '%', 'papa', '?']
si es bueno vivir, todavia es mejor soñar y, lo mejor de todo, despertar (antonio machado) y soñar despiertos. de eso saben mucho los empresarios. ayer en la noche de la economia y las empresas. (gracias, millan herce por la foto);0.0;0;0;0.0;;0;0;1;0.0;1.0;si es bueno vivir, todavia es mejor soñar y, lo mejor de todo, despertar (antonio machado) y soñar despiertos. de eso saben mucho los empresarios. ayer en la noche de la economia y las empresas. (gracias, millan herce por la foto);['si', 'es', 'bueno', 'vivir', ',', 'todavia', 'es', 'mejor', 'soñar', 'y', ',', 'lo', 'mejor', 'de', 'todo', ',', 'despertar', '(', 'antonio', 'machado', ')', 'y', 'soñar', 'despiertos', '.', 'de', 'eso', 'saben', 'mucho', 'los', 'empresarios', '.', 'ayer', 'en', 'la', 'noche', 'de', 'la', 'economia', 'y', 'las', 'empresas', '.', '(', 'gracias', ',', 'millan', 'herce', 'por', 'la', 'foto', ')'];['bueno', 'vivir,', 'todavia', 'mejor', 'soñar', 'y,', 'mejor', 'todo,', 'despertar', '(antonio', 'machado)', 'soñar', 'despiertos.', 'saben', 'empresarios.', 'ayer', 'noche', 'economia', 'empresas.', '(gracias,', 'millan', 'herce', 'foto)']
una mezcla de personas que no tienen nada en comun salvo vivir del estado;0.0;0;0;0.0;;0;0;1;0.0;1.0;una mezcla de personas que no tienen nada en comun salvo vivir del estado;['una', 'mezcla', 'de', 'personas', 'que', 'no', 'tienen', 'nada', 'en', 'comun', 'salvo', 'vivir', 'del', 'estado'];['mezcla', 'personas', 'no', 'comun', 'salvo', 'vivir']
💡 pelear con la pareja nos ayuda a vivir mas tiempo (si sabemos hacerlo);0.0;0;0;0.0;💡;1;0;0;0.6;0.0;💡 pelear con la pareja nos ayuda a vivir mas tiempo (si sabemos hacerlo);['💡', 'pelear', 'con', 'la', 'pareja', 'nos', 'ayuda', 'a', 'vivir', 'mas', 'tiempo', '(', 'si', 'sabemos', 'hacerlo', ')'];['💡', 'pelear', 'pareja', 'ayuda', 'vivir', 'mas', 'tiempo', '(si', 'sabemos', 'hacerlo)']
yo diria que mas que vivir en una casa en la que puede entrar todo dios, ahora eres tu el que sabes entrar en casa de todo dios.;0.0;0;0;0.0;;0;0;1;0.0;1.0;yo diria que mas que vivir en una casa en la que puede entrar todo dios, ahora eres tu el que sabes entrar en casa de todo dios.;['yo', 'diria', 'que', 'mas', 'que', 'vivir', 'en', 'una', 'casa', 'en', 'la', 'que', 'puede', 'entrar', 'todo', 'dios', ',', 'ahora', 'eres', 'tu', 'el', 'que', 'sabes', 'entrar', 'en', 'casa', 'de', 'todo', 'dios', '.'];['diria', 'mas', 'vivir', 'casa', 'puede', 'entrar', 'dios,', 'ahora', 'sabes', 'entrar', 'casa', 'dios.']
porque en un futuro le puede tocar a un hermano, vecino, tio lejano o lo que sea entendes o no, es simplemente entender que no a todos les toca vivir lo mismo.;0.0;0;0;0.0;;0;0;1;0.0;1.0;porque en un futuro le puede tocar a un hermano, vecino, tio lejano o lo que sea entendes o no, es simplemente entender que no a todos les toca vivir lo mismo.;['porque', 'en', 'un', 'futuro', 'le', 'puede', 'tocar', 'a', 'un', 'hermano', ',', 'vecino', ',', 'tio', 'lejano', 'o', 'lo', 'que', 'sea', 'entendes', 'o', 'no', ',', 'es', 'simplemente', 'entender', 'que', 'no', 'a', 'todos', 'les', 'toca', 'vivir', 'lo', 'mismo', '.'];['futuro', 'puede', 'tocar', 'hermano,', 'vecino,', 'tio', 'lejano', 'entendes', 'no,', 'simplemente', 'entender', 'no', 'toca', 'vivir', 'mismo.']
¿cambiaremos nuestra forma de vivir en un futuro no muy lejano? el proyecto urban village propone un modelo de construccion sencillo y sostenible que combinaria la vida privada de los individuos y las familias con espacios compartidos.;0.0;0;0;0.0;;0;0;1;0.0;1.0;¿cambiaremos nuestra forma de vivir en un futuro no muy lejano? el proyecto urban village propone un modelo de construccion sencillo y sostenible que combinaria la vida privada de los individuos y las familias con espacios compartidos.;['¿cambiaremos', 'nuestra', 'forma', 'de', 'vivir', 'en', 'un', 'futuro', 'no', 'muy', 'lejano', '?', 'el', 'proyecto', 'urban', 'village', 'propone', 'un', 'modelo', 'de', 'construccion', 'sencillo', 'y', 'sostenible', 'que', 'combinaria', 'la', 'vida', 'privada', 'de', 'los', 'individuos', 'y', 'las', 'familias', 'con', 'espacios', 'compartidos', '.'];['¿cambiaremos', 'forma', 'vivir', 'futuro', 'no', 'lejano?', 'proyecto', 'urban', 'village', 'propone', 'modelo', 'construccion', 'sencillo', 'sostenible', 'combinaria', 'vida', 'privada', 'individuos', 'familias', 'espacios', 'compartidos.']
hay dias que se recuerda y otros que nos permitimos vivir;0.0;0;0;0.0;;0;0;0;0.0;0.0;hay dias que se recuerda y otros que nos permitimos vivir;['hay', 'dias', 'que', 'se', 'recuerda', 'y', 'otros', 'que', 'nos', 'permitimos', 'vivir'];['dias', 'recuerda', 'permitimos', 'vivir']
y ahora pides una ayuda social extraordinaria y, si tienes suerte y te la conceden, vas a ver si acaso €. que ya sabemos que con eso, si tienes que vivir en otra ciudad durante meses, se hace mas bien poco.;0.0;0;0;0.0;;0;0;1;0.0;1.0;y ahora pides una ayuda social extraordinaria y, si tienes suerte y te la conceden, vas a ver si acaso €. que ya sabemos que con eso, si tienes que vivir en otra ciudad durante meses, se hace mas bien poco.;['y', 'ahora', 'pides', 'una', 'ayuda', 'social', 'extraordinaria', 'y', ',', 'si', 'tienes', 'suerte', 'y', 'te', 'la', 'conceden', ',', 'vas', 'a', 'ver', 'si', 'acaso', '€', '.', 'que', 'ya', 'sabemos', 'que', 'con', 'eso', ',', 'si', 'tienes', 'que', 'vivir', 'en', 'otra', 'ciudad', 'durante', 'meses', ',', 'se', 'hace', 'mas', 'bien', 'poco', '.'];['ahora', 'pides', 'ayuda', 'social', 'extraordinaria', 'y,', 'suerte', 'conceden,', 'vas', 'ver', 'acaso', '€.', 'sabemos', 'eso,', 'vivir', 'ciudad', 'meses,', 'hace', 'mas', 'poco.']
en la luna, donde ni siquiera hemos llegado a vivir nunca, hay toneladas de basura dejadas por el ser humano.;0.0;0;0;0.0;;0;0;0;0.0;0.0;en la luna, donde ni siquiera hemos llegado a vivir nunca, hay toneladas de basura dejadas por el ser humano.;['en', 'la', 'luna', ',', 'donde', 'ni', 'siquiera', 'hemos', 'llegado', 'a', 'vivir', 'nunca', ',', 'hay', 'toneladas', 'de', 'basura', 'dejadas', 'por', 'el', 'ser', 'humano', '.'];['luna,', 'siquiera', 'llegado', 'vivir', 'nunca,', 'toneladas', 'basura', 'dejadas', 'ser', 'humano.']
a veces los recuerdos del pasado nos limitan a vivir un presente😐;0.0;0;0;0.0;😐;1;0;1;-0.28800000000000003;1.0;a veces los recuerdos del pasado nos limitan a vivir un presente😐;['a', 'veces', 'los', 'recuerdos', 'del', 'pasado', 'nos', 'limitan', 'a', 'vivir', 'un', 'presente😐'];['veces', 'recuerdos', 'pasado', 'limitan', 'vivir', 'presente😐']
estoy haciendo la comida mientras veo harry potter si. acaba de morir dobby, yo asi no puedo vivir eh.;0.0;0;0;0.0;;0;0;0;0.0;0.0;estoy haciendo la comida mientras veo harry potter si. acaba de morir dobby, yo asi no puedo vivir eh.;['estoy', 'haciendo', 'la', 'comida', 'mientras', 'veo', 'harry', 'potter', 'si', '.', 'acaba', 'de', 'morir', 'dobby', ',', 'yo', 'asi', 'no', 'puedo', 'vivir', 'eh', '.'];['haciendo', 'comida', 'mientras', 'veo', 'harry', 'potter', 'si.', 'acaba', 'morir', 'dobby,', 'asi', 'no', 'puedo', 'vivir', 'eh.']
🔝 sarah harper especialista en envejecimiento seria maravilloso si hemos construido una sociedad en la que gente de todas las edades pueda vivir junta.;0.0;0;5;0.20833333333333334;🔝;1;0;1;0.474;1.2083333333333333;🔝 sarah harper especialista en envejecimiento seria maravilloso si hemos construido una sociedad en la que gente de todas las edades pueda vivir junta.;['🔝', 'sarah', 'harper', 'especialista', 'en', 'envejecimiento', 'seria', 'maravilloso', 'si', 'hemos', 'construido', 'una', 'sociedad', 'en', 'la', 'que', 'gente', 'de', 'todas', 'las', 'edades', 'pueda', 'vivir', 'junta', '.'];['🔝', 'sarah', 'harper', 'especialista', 'envejecimiento', 'seria', 'maravilloso', 'construido', 'sociedad', 'gente', 'todas', 'edades', 'pueda', 'vivir', 'junta.']
a vivir;0.0;0;0;0.0;;0;0;0;0.0;0.0;a vivir;['a', 'vivir'];['vivir']
quisiera ser amor para vivir en el corazon de las personas que quiero.;0.0;0;0;0.0;;0;0;1;0.0;1.0;quisiera ser amor para vivir en el corazon de las personas que quiero.;['quisiera', 'ser', 'amor', 'para', 'vivir', 'en', 'el', 'corazon', 'de', 'las', 'personas', 'que', 'quiero', '.'];['quisiera', 'ser', 'amor', 'vivir', 'corazon', 'personas', 'quiero.']
viajarenfamilia es de las mejores experiencias que puedes vivir. ¡transmite la pasion por el turismo a tus hijos e hijas para que se conviertan en exploradores del mundo! 👶 🌍;0.0;1;0;0.0;👶 🌍;2;0;1;0.513;2.0;viajarenfamilia es de las mejores experiencias que puedes vivir. ¡transmite la pasion por el turismo a tus hijos e hijas para que se conviertan en exploradores del mundo! 👶 🌍;['viajarenfamilia', 'es', 'de', 'las', 'mejores', 'experiencias', 'que', 'puedes', 'vivir', '.', '¡transmite', 'la', 'pasion', 'por', 'el', 'turismo', 'a', 'tus', 'hijos', 'e', 'hijas', 'para', 'que', 'se', 'conviertan', 'en', 'exploradores', 'del', 'mundo', '!', '👶', '🌍'];['viajarenfamilia', 'mejores', 'experiencias', 'puedes', 'vivir.', '¡transmite', 'pasion', 'turismo', 'hijos', 'hijas', 'conviertan', 'exploradores', 'mundo!', '👶', '🌍']
no puedo vivir con este calor;0.0;0;0;0.0;;0;0;1;0.0;1.0;no puedo vivir con este calor;['no', 'puedo', 'vivir', 'con', 'este', 'calor'];['no', 'puedo', 'vivir', 'calor']
hay q joderse....vaya panda de mariquitas estan hechos estos elementos.;1.0;0;0;0.0;;0;0;1;0.0;1.0;hay q joderse....vaya panda de mariquitas estan hechos estos elementos.;['hay', 'q', 'joderse', '...', '.vaya', 'panda', 'de', 'mariquitas', 'estan', 'hechos', 'estos', 'elementos', '.'];['q', 'joderse....vaya', 'panda', 'mariquitas', 'estan', 'hechos', 'elementos.']
solo pido que antes de hablar de mis amigos os laveis la boca porque tendrias que besar el suelo por donde pisa, payasa. hay que joderse ya a estas horas tener que aguantar tonterias.;1.0;0;0;0.0;;0;0;1;0.0;1.0;solo pido que antes de hablar de mis amigos os laveis la boca porque tendrias que besar el suelo por donde pisa, payasa. hay que joderse ya a estas horas tener que aguantar tonterias.;['solo', 'pido', 'que', 'antes', 'de', 'hablar', 'de', 'mis', 'amigos', 'os', 'laveis', 'la', 'boca', 'porque', 'tendrias', 'que', 'besar', 'el', 'suelo', 'por', 'donde', 'pisa', ',', 'payasa', '.', 'hay', 'que', 'joderse', 'ya', 'a', 'estas', 'horas', 'tener', 'que', 'aguantar', 'tonterias', '.'];['solo', 'pido', 'hablar', 'amigos', 'laveis', 'boca', 'tendrias', 'besar', 'suelo', 'pisa,', 'payasa.', 'joderse', 'horas', 'tener', 'aguantar', 'tonterias.']
hay que joderse con la tipa esta. un hombre de paz y democrata...ha perdido la cabeza esta mujer;1.0;0;0;0.0;;0;1;1;0.0;1.0;hay que joderse con la tipa esta. un hombre de paz y democrata...ha perdido la cabeza esta mujer;['hay', 'que', 'joderse', 'con', 'la', 'tipa', 'esta', '.', 'un', 'hombre', 'de', 'paz', 'y', 'democrata', '...', 'ha', 'perdido', 'la', 'cabeza', 'esta', 'mujer'];['joderse', 'tipa', 'esta.', 'hombre', 'paz', 'democrata...ha', 'perdido', 'cabeza', 'mujer']
pues en malaga no se esta notando la ola de calor, joderse putas.;1.0;0;0;0.0;;0;0;1;0.0;1.0;pues en malaga no se esta notando la ola de calor, joderse putas.;['pues', 'en', 'malaga', 'no', 'se', 'esta', 'notando', 'la', 'ola', 'de', 'calor', ',', 'joderse', 'putas', '.'];['pues', 'malaga', 'no', 'notando', 'ola', 'calor,', 'joderse', 'putas.']
hay que joderse. o sea que ahora tenemos que ‘escuchar' a un terrorista que juega a la ruleta rusa con un tipo al que previamente ha secuestrado y que se niega a condenar los atentados terroristas de su banda. no se puede ser mas tonto y mas nazi ya.;1.0;0;1;0.02040816326530612;;0;2;1;0.0;1.0204081632653061;hay que joderse. o sea que ahora tenemos que ‘escuchar' a un terrorista que juega a la ruleta rusa con un tipo al que previamente ha secuestrado y que se niega a condenar los atentados terroristas de su banda. no se puede ser mas tonto y mas nazi ya.;"['hay', 'que', 'joderse', '.', 'o', 'sea', 'que', 'ahora', 'tenemos', 'que', '‘', 'escuchar', ""'"", 'a', 'un', 'terrorista', 'que', 'juega', 'a', 'la', 'ruleta', 'rusa', 'con', 'un', 'tipo', 'al', 'que', 'previamente', 'ha', 'secuestrado', 'y', 'que', 'se', 'niega', 'a', 'condenar', 'los', 'atentados', 'terroristas', 'de', 'su', 'banda', '.', 'no', 'se', 'puede', 'ser', 'mas', 'tonto', 'y', 'mas', 'nazi', 'ya', '.']";"['joderse.', 'ahora', ""‘escuchar'"", 'terrorista', 'juega', 'ruleta', 'rusa', 'tipo', 'previamente', 'secuestrado', 'niega', 'condenar', 'atentados', 'terroristas', 'banda.', 'no', 'puede', 'ser', 'mas', 'tonto', 'mas', 'nazi', 'ya.']"
